unique	total	date	branch	files	subject
0	1	2026-05-22	fix/2.18-epp-tflite-zk-node-2026-05-22	src/services/ai/eppDetectorOnDevice.test.ts,src/services/ai/eppDetectorOnDevice.ts,src/services/zettelkasten/types.ts	feat(2.18): EPP detection ON-DEVICE + ZK node generator (Opci├│n B)
0	1	2026-05-21	fix/2.13-iap-per-tier-sku-2026-05-22	src/pages/Pricing.tsx,src/services/pricing/iapSkus.test.ts,src/services/pricing/iapSkus.ts	feat(2.13): IAP SKU per tier (no single global praeventio_premium_monthly)
0	1	2026-05-21	fix/2.20-migrations-bulk-2026-05-21	scripts/migrate-auth-headers.mjs,src/hooks/useAdminBurden.ts,src/hooks/useAdoption.ts,src/hooks/useAgenda.ts,src/hooks/useAiGuardrails.ts,src/hooks/useAiQuality.ts	refactor(2.20): bulk migrate 81 hooks BearerÔåÆapiAuthHeaders()
0	1	2026-05-21	feat/sidebar-vidas-criticas-2026-05-21	src/components/layout/Sidebar.tsx	feat(sidebar): add /fatigue + /evacuation-dashboard entries (discoverability)
2	2	2026-05-21	fix/fatigue-evacuation-wire-2026-05-21	src/pages/EvacuationDashboard.tsx,src/pages/FatigueMonitor.tsx,src/routes/EmergencyRoutes.tsx,src/routes/HealthRoutes.tsx	feat(evacuation): Sprint K wire ÔÇö /evacuation-dashboard live drill UI
2	2	2026-05-21	fix/2.28-remove-server-photogrammetry-2026-05-21	.github/workflows/deploy.yml,.gitignore,TODO.md,cloud-run/photogrammetry-worker/.dockerignore,cloud-run/photogrammetry-worker/Dockerfile,cloud-run/photogrammetry-worker/README.md	chore(gitignore): exclude Claude local state + superpowers drafts
2	2	2026-05-21	fix/2.27-audit-tier1-2026-05-21	TODO.md	docs(directive): ┬º2.28 ÔÇö digital twin / maqueta 3D ON-DEVICE only
2	2	2026-05-21	fix/anonymous-browsing-ux-2026-05-21	TODO.md,firestore.rules,src/__tests__/contracts/publicReadRules.test.ts	test(contracts): ┬º2.26 ÔÇö publicReadRules previene regresi├│n banking-grade
9	9	2026-05-21	fix/2.20-api-auth-helper-2026-05-21	.github/workflows/e2e.yml,TODO.md,src/__tests__/contracts/ds40Annotation.test.ts,src/lib/apiAuth.test.ts,src/lib/apiAuth.ts,src/services/firebase.ts	fix(firebase-emulator): ┬º2.25 ÔÇö override firestoreDatabaseId a default en MODE=test
5	5	2026-05-21	fix/2.19-e2e-firebase-shim-2026-05-21	src/App.tsx,src/contexts/FirebaseContext.tsx,src/lib/e2eAuth.test.ts,src/lib/e2eAuth.ts,tests/e2e/fixtures/seed.ts	feat(routing): UX ÔÇö /pricing /help /privacy /terms saltan Landing
5	5	2026-05-21	fix/fase-c-b2d-wires-rebased-2026-05-21	TODO.md,firestore.indexes.json,src/__tests__/contracts/zkMaterializerWired.test.ts,src/components/digital-twin/RiskNodeMarkers.tsx,src/server/routes/b2d/climate.test.ts,src/server/routes/b2d/climate.ts	docs(todo): ┬º2.19 ÔÇö root cause + fix plan E2E full-stack (debug sistem├ítico)
16	16	2026-05-21	fix/fase-c-b2d-wires-2026-05-21	MARKETPLACE_SUBMISSION.md,README.md,TODO.md,docs/archive/2026-05/AUDIT.md,docs/archive/2026-05/IMPACTO.md,docs/archive/2026-05/IMPLEMENTATION_ROADMAP.md	docs(todo): ┬º2.19 ÔÇö root cause + fix plan E2E full-stack (debug sistem├ítico)
11	11	2026-05-21	fix/fase-a-cierre-residual-2026-05-21	MARKETPLACE_SUBMISSION.md,README.md,TODO.md,docs/archive/2026-05/AUDIT.md,docs/archive/2026-05/IMPACTO.md,docs/archive/2026-05/IMPLEMENTATION_ROADMAP.md	fix(pricing-oc): typecheck ÔÇö usar o.prefix (no o.value) en IndustryOption lookup
BIG	91	2026-05-21	claude/review-pending-tasks-aUDD2	CLAUDE.md,MARKETPLACE_SUBMISSION.md,README.md,STRYKER_BASELINE.md,TODO.md,cloud-run/photogrammetry-worker/src/index.ts	feat: ┬º12.1.6 5 smart actions Zettelkasten proto-1
0	1	2026-05-17	dev/agent-ts-noimplicitany-rest	src/__tests__/server/test-server.ts,src/components/gamification/ExtinguisherSimulator.tsx,src/components/security/KekRotationPanel.test.tsx,src/pages/Analytics.tsx,src/pages/FindingsHeatMap.test.tsx,src/pages/FindingsHeatMap.tsx	chore(types): noImplicitAny fixes en pages/components/server/__tests__
0	1	2026-05-17	dev/agent-infra-cleanup-tail	.env.example,.github/workflows/check-mobile-signing.yml,.github/workflows/ci.yml,.github/workflows/deploy.yml,.github/workflows/loadtest.yml,.github/workflows/mobile-build-check.yml	chore(infra): cleanup long-tail ÔÇö APP_BASE_URL fix + workflows pin Node 20 + .env.example + i18n sweep
0	1	2026-05-17	dev/agent-pricing-calculator	src/App.tsx,src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/pages/OcSugerida.test.tsx,src/pages/OcSugerida.tsx,src/pages/PricingCalculator.test.tsx	feat(pricing): ┬º171-179 Pricing Calculator + ROI + OC sugerida EPP
0	1	2026-05-17	dev/agent-accessibility-modes	src/App.tsx,src/contexts/AccessibilityContext.test.tsx,src/contexts/AccessibilityContext.tsx,src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/index.css	feat(accessibility): ┬º139-145 modos accesibles (lectura facil + alto contraste + guantes + baja conectividad)
0	1	2026-05-17	dev/agent-data-confidence	src/App.tsx,src/components/layout/Sidebar.tsx,src/hooks/useSprintK.ts,src/pages/DataConfidence.test.tsx,src/pages/DataConfidence.tsx,src/server/routes/sprintK.ts	feat(data-confidence): ┬º104 Panel Confianza Datos ÔÇö endpoint + hook + page wired
0	1	2026-05-17	dev/agent-portable-history	src/App.tsx,src/components/layout/Sidebar.tsx,src/hooks/useSprintK.ts,src/pages/WorkerPortableHistory.test.tsx,src/pages/WorkerPortableHistory.tsx,src/server/routes/sprintK.ts	feat(portable-history): F.18 Historial Profesional Port├ítil ÔÇö endpoint + hook + page wired
0	1	2026-05-17	dev/agent-apprenticeship	src/App.tsx,src/components/layout/Sidebar.tsx,src/hooks/useSprintK.ts,src/pages/Apprenticeship.test.tsx,src/pages/Apprenticeship.tsx,src/server/routes/sprintK.ts	feat(apprentices): ┬º244-250 Aprendices + Mentor├¡a + Autorizaci├│n Progresiva ÔÇö endpoint + hook + page wired
0	1	2026-05-17	dev/agent-incident-trends	src/App.tsx,src/components/layout/Sidebar.tsx,src/hooks/useSprintK.ts,src/pages/IncidentTrends.test.tsx,src/pages/IncidentTrends.tsx,src/server/routes/sprintK.ts	feat(trends): F.29 Indicadores Tendencia Incidentes ÔÇö endpoint + hook + page wired
0	1	2026-05-17	dev/agent-f-features-ui	src/App.tsx,src/components/layout/Sidebar.tsx,src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/pages/CustodyChain.test.tsx,src/pages/CustodyChain.tsx	feat(ui): F.14 + F.17 + F.24 + F.27 Wire UI pages
0	1	2026-05-17	dev/agent-excel-importer	package.json,server.ts,src/App.tsx,src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/pages/ImportData.tsx	feat(import): ┬º106-108 Importador Excel + Validador + Deduplicador
0	1	2026-05-17	dev/agent-visitor-control	server.ts,src/App.tsx,src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/pages/Visitors.tsx,src/server/routes/visitors.test.ts	feat(visitors): ┬º23-24 Control de Visitas + Inducci├│n Express QR
0	1	2026-05-17	dev/agent-event-bus-core	src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/pages/FocusAgenda.tsx,src/routes/OperationsRoutes.tsx,src/services/eventBus/eventBus.test.ts,src/services/eventBus/eventBus.ts	feat(eventBus+focusBlocks): C.4 event bus global + ┬º201-210 agenda foco core
0	1	2026-05-17	dev/agent-ai-guardrails	src/services/aiGuardrails/citationValidator.test.ts,src/services/aiGuardrails/citationValidator.ts,src/services/aiGuardrails/hallucinationGuard.test.ts,src/services/aiGuardrails/hallucinationGuard.ts,src/services/aiGuardrails/index.ts,src/services/aiGuardrails/runWithGuardrails.test.ts	feat(ai-guardrails): versionedPrompts + citationValidator + hallucinationGuard + wrapper
0	1	2026-05-17	dev/agent-occupational-bundle-real	src/services/health/occupationalContext.test.ts,src/services/health/occupationalContext.ts	feat(health): exportOccupationalBundle() wired al vault real
0	1	2026-05-17	dev/agent-hazmat-volcanic-wind-real	src/pages/HazmatMap.tsx,src/pages/VolcanicEruptionMap.tsx,src/services/environmentBackend.client.test.ts,src/services/environmentBackend.client.ts	feat(hazmat/volcanic): wire viento real via environmentBackend
0	1	2026-05-17	dev/agent-webxr-rename	docs/adr/0018-webxr-renamed.md,src/i18n/locales/en/common.json,src/i18n/locales/es/common.json,src/pages/WebXR.tsx	feat(webxr): rebrand 'Capacitaci├│n AR' ÔåÆ 'Capacitaci├│n Interactiva'
0	1	2026-05-17	dev/agent-attendance-demo-cleanup	.env.example,src/pages/Attendance.tsx,src/vite-env.d.ts	chore(attendance): gate demo-block logic by VITE_DEMO_MODE
0	1	2026-05-17	dev/agent-analytics-radar-real	src/pages/Analytics.tsx	feat(analytics): radar Safety Dimensions derivado real de projectNodes
0	1	2026-05-17	dev/agent-mobile-fgs	android/app/src/main/AndroidManifest.xml,capacitor.config.ts,src/pages/LoneWorker.tsx,src/routes/OperationsRoutes.tsx,src/services/mobile/foregroundServiceClient.test.ts,src/services/mobile/foregroundServiceClient.ts	feat(mobile): Android Foreground Service nativo para Lone Worker check-in
0	1	2026-05-17	dev/agent-incident-rag-report	server.ts,src/App.tsx,src/pages/Emergency.tsx,src/pages/IncidentReport.tsx,src/server/routes/incidents.ts,src/services/incidents/incidentRagService.report.test.ts	feat(incidents): wire reportIncident() + POST /api/incidents/report + UI
0	1	2026-05-17	dev/agent-ts-noimplicitany-services	src/services/adService.ts,src/services/external/nasaPower/nasaPowerAdapter.test.ts,src/services/maturity/preventionMaturityIndex.ts,src/services/ragService.ts,src/services/security/deviceKek.test.ts,src/services/security/encryptedKvStore.test.ts	chore(types): enable noImplicitAny + fix src/services/** errors (wave 3)
0	1	2026-05-17	dev/agent-backend-debt-final	src/__tests__/server/billing.test.ts,src/__tests__/server/limiters.test.ts,src/__tests__/server/test-server.ts,src/server/routes/billing.ts,src/server/routes/sprintK.ts	fix(backend-debt): idempotency on /api/billing/verify + susesoVerifyLimiter test coverage
0	1	2026-05-17	dev/agent-confidential-reports	src/App.tsx,src/components/layout/Sidebar.tsx,src/hooks/useSprintK.ts,src/pages/ConfidentialReports.test.tsx,src/pages/ConfidentialReports.tsx,src/server/routes/sprintK.ts	feat(confidential-reports): ┬º211-213 Reportes Confidenciales + Canal Denuncias + Detector Represalias ÔÇö endpoint + hook + page wired
0	1	2026-05-17	dev/agent-install-blocked-deps	package-lock.json,package.json,src/components/digital-twin/GaussianSplatViewer.tsx,src/components/safetyMetrics/SafetyMetricsDashboard.tsx,src/services/mcp/stdioBoot.test.ts,src/services/mcp/stdioBoot.ts	feat(deps): install 5 authorized blocked deps + activate Tremor charts + MCP stdio + Foreground Service plugin
0	1	2026-05-17	dev/agent-driving-safety	src/App.tsx,src/components/layout/Sidebar.tsx,src/hooks/useSprintK.ts,src/pages/DrivingSafety.test.tsx,src/pages/DrivingSafety.tsx,src/server/routes/sprintK.ts	feat(driving): ┬º69-71 Conducci├│n Segura + Rutas Cr├¡ticas + Alertas ÔÇö endpoint + hook + page wired
0	1	2026-05-17	dev/agent-mountain-refuges-real	src/pages/MountainRefuges.test.tsx,src/pages/MountainRefuges.tsx,src/services/refuges/mountainRefuges.test.ts,src/services/refuges/mountainRefuges.ts	fix(mountain-refuges): real CONAF/CAU coordinates + Haversine sorting (audit 2026-05-15)
0	1	2026-05-17	dev/agent-project-closure	src/App.tsx,src/components/layout/Sidebar.tsx,src/hooks/useSprintK.ts,src/pages/ProjectClosure.test.tsx,src/pages/ProjectClosure.tsx,src/server/routes/sprintK.ts	feat(closure): ┬º131-138 Cierre Proyecto + Lecciones Transferibles + Decisiones Cr├¡ticas ÔÇö endpoint + hook + page wired
0	1	2026-05-17	dev/agent-leadership-decisions	src/App.tsx,src/components/layout/Sidebar.tsx,src/hooks/useSprintK.ts,src/pages/LeadershipDecisions.test.tsx,src/pages/LeadershipDecisions.tsx,src/server/routes/sprintK.ts	feat(leadership): ┬º276-277 Bit├ícora decisiones supervisi├│n + ranking impacto ÔÇö endpoint + hook + page wired
0	1	2026-05-17	dev/agent-residual-risk	src/App.tsx,src/components/layout/Sidebar.tsx,src/hooks/useSprintK.ts,src/pages/ResidualRisk.test.tsx,src/pages/ResidualRisk.tsx,src/server/routes/sprintK.ts	feat(residual-risk): ┬º296-301 Riesgo Residual + Aceptaci├│n Formal + Criticidad Sospechosa ÔÇö endpoint + hook + page wired
0	1	2026-05-17	dev/agent-annual-review	src/App.tsx,src/components/layout/Sidebar.tsx,src/hooks/useSprintK.ts,src/pages/AnnualReview.test.tsx,src/pages/AnnualReview.tsx,src/server/routes/sprintK.ts	feat(annual-review): ┬º291-295 Revisi├│n Anual SGI + Objetivos + Evidencias ÔÇö endpoint + hook + page wired
0	1	2026-05-17	dev/agent-supplier-quality	src/App.tsx,src/components/layout/Sidebar.tsx,src/hooks/useSprintK.ts,src/pages/SupplierQuality.test.tsx,src/pages/SupplierQuality.tsx,src/server/routes/sprintK.ts	feat(suppliers): ┬º90-91 Calidad Proveedores + Ranking Riesgo ÔÇö endpoint + hook + page wired
0	1	2026-05-17	dev/agent-pdca-module	src/App.tsx,src/components/layout/Sidebar.tsx,src/hooks/useSprintK.ts,src/pages/PdcaModule.test.tsx,src/pages/PdcaModule.tsx,src/server/routes/sprintK.ts	feat(pdca): ┬º195-200 Ciclo PDCA + No Conformidades ÔÇö endpoint + hook + page wired
0	1	2026-05-17	dev/agent-knowledge-base	src/App.tsx,src/components/layout/Sidebar.tsx,src/hooks/useSprintK.ts,src/pages/KnowledgeBase.test.tsx,src/pages/KnowledgeBase.tsx,src/server/routes/sprintK.ts	feat(knowledge-base): ┬º185-190 Base de Conocimiento + Curador + Obsolescencia ÔÇö endpoint + hook + page wired
3	3	2026-05-17	dev/agent-culture-pulse	firestore.indexes.json,src/App.tsx,src/components/layout/Sidebar.tsx,src/hooks/useSprintK.ts,src/pages/CulturePulse.test.tsx,src/pages/CulturePulse.tsx	fix(pr-323): Codex P1 x3 + P2 x2 round 2 ÔÇö openAt time-window check (P2 truly new)
3	3	2026-05-17	dev/agent-engineering-controls	src/App.tsx,src/components/layout/Sidebar.tsx,src/hooks/useSprintK.ts,src/pages/EngineeringControls.test.tsx,src/pages/EngineeringControls.tsx,src/server/routes/sprintK.ts	fix(pr-319): Codex P1 x2 + P2 x5 round 2 ÔÇö general-risk visible server-side + UI captures observation/fail+evidence (P1s and 3/5 P2s already addressed in round-1 ca2d45f)
3	3	2026-05-17	dev/agent-f6-offline-inspections	firestore.indexes.json,src/App.tsx,src/components/layout/Sidebar.tsx,src/hooks/useSprintK.ts,src/pages/OfflineInspection.test.tsx,src/pages/OfflineInspection.tsx	fix(pr-322): Codex P1 x3 + P2 x4 round 2 ÔÇö multi-user outbox isolation + module-level flush lock + parent-pending sequencing
3	3	2026-05-17	dev/agent-positive-observations	src/App.tsx,src/components/layout/Sidebar.tsx,src/hooks/useSprintK.ts,src/pages/PositiveObservations.test.tsx,src/pages/PositiveObservations.tsx,src/server/routes/sprintK.ts	fix(pr-320): Codex P2 x6 round 2 ÔÇö symmetric corrective window + period chip wiring + Load More cursor + worker UID picker
3	3	2026-05-17	dev/agent-emergency-brigade	src/App.tsx,src/components/layout/Sidebar.tsx,src/hooks/useSprintK.ts,src/pages/EmergencyBrigade.test.tsx,src/pages/EmergencyBrigade.tsx,src/server/routes/sprintK.ts	fix(pr-321): Codex P2 x10 round 2 ÔÇö supervisor role + subcollection member check + duplicate guard + uncoveredRoles chip + inspect UI
3	3	2026-05-17	dev/agent-f16-worker-readiness	src/App.tsx,src/components/layout/Sidebar.tsx,src/hooks/useSprintK.ts,src/pages/WorkerReadiness.test.tsx,src/pages/WorkerReadiness.tsx,src/server/routes/sprintK.ts	fix(pr-315): Codex P1 x2 + P2 x5 round 2 ÔÇö EPP item names + completed-training gating + experience derivation
3	3	2026-05-17	dev/agent-f7-cphs-minute	src/components/layout/Sidebar.tsx,src/hooks/useSprintK.ts,src/pages/CphsDraftMinute.test.tsx,src/pages/CphsDraftMinute.tsx,src/pages/Training.tsx,src/routes/ComplianceRoutes.tsx	fix(pr-317): Codex P2 x7 round 2 ÔÇö read canonical writers + filter to draft period
3	3	2026-05-17	dev/agent-f20-drills-manager	firestore.indexes.json,src/App.tsx,src/components/drillsManager/DrillResultReviewCard.tsx,src/components/layout/Sidebar.tsx,src/hooks/useSprintK.ts,src/pages/DrillsManager.test.tsx	fix(pr-316): Codex R2 P1 + P2 x2 ÔÇö drills firestore indexes + error banners visible
3	3	2026-05-17	dev/agent-f13-repeating-risks	firestore.indexes.json,src/App.tsx,src/components/layout/Sidebar.tsx,src/hooks/useSprintK.ts,src/pages/RepeatingRisks.test.tsx,src/pages/RepeatingRisks.tsx	fix(pr-312): Codex P1 + P2 round 2 ÔÇö Firestore index + occurredAt fallback + filter undefined kinds/zones + extended sample facets
3	3	2026-05-17	dev/agent-f21-pre-shift-risk	src/App.tsx,src/components/layout/Sidebar.tsx,src/hooks/useSprintK.ts,src/pages/PreShiftRisk.test.tsx,src/pages/PreShiftRisk.tsx,src/server/routes/sprintK.ts	fix(pr-311): Codex P2 round 2 ÔÇö 4 more (incidents/tasks/equipment/visibility)
3	3	2026-05-17	dev/agent-f12-lessons-learned	src/App.tsx,src/components/layout/Sidebar.tsx,src/pages/LessonsLearned.test.tsx,src/pages/LessonsLearned.tsx	fix(pr-310): Codex P2 round 2 ÔÇö 3 more (tenant-scope leak + truncated-default copy + unsafe source link)
2	2	2026-05-17	dev/agent-f15-work-permits	firestore.indexes.json,src/App.tsx,src/components/layout/Sidebar.tsx,src/hooks/useSprintK.ts,src/pages/WorkPermits.test.tsx,src/pages/WorkPermits.tsx	fix(pr-318): Codex P1 x2 + P2 x6 ÔÇö no auto-attest + server-trusted issuer + status-filtered list + dedupe + cancel outcome + derived expiry
2	2	2026-05-17	dev/agent-f26-maturity-indicator	src/App.tsx,src/components/layout/Sidebar.tsx,src/hooks/useSprintK.ts,src/pages/MaturityIndicator.test.tsx,src/pages/MaturityIndicator.tsx,src/server/routes/sprintK.ts	fix(pr-314): Codex P2 x3 ÔÇö canonical cphs path + count active feeds + worker voice signals
2	2	2026-05-17	dev/agent-f5-qr-signature	.husky/pre-commit,src/App.tsx,src/components/layout/Sidebar.tsx,src/hooks/useSprintK.ts,src/pages/QrSignature.test.tsx,src/pages/QrSignature.tsx	fix(pr-313): Codex P1 + P2 x4 ÔÇö challenge HMAC verify + role gate + biometric honesty + item details persistence + atomic ack
0	1	2026-05-16	dev/sprint-f-nasa-codex-fixes	src/pages/ClimateRoutes.tsx,src/server/middleware/securityHeaders.ts,src/services/external/nasaPower/nasaPowerAdapter.test.ts,src/services/external/nasaPower/nasaPowerAdapter.ts,src/services/routing/routeClimateAssessment.test.ts,src/services/routing/routeClimateAssessment.ts	fix(climate): 3 hallazgos Codex post-#279 mergeado
3	3	2026-05-16	dev/sprint-f-cleanups	src/pages/Analytics.tsx,src/pages/DigitalTwinFaena.tsx,src/services/billing/types.ts	fix(twin): drop closure stale ÔÇö usar setState updater para idx
5	6	2026-05-16	dev/sprint-f-ar-real-vision	firestore.rules,src/components/ar/ARMachineryScene.tsx,src/components/ar/ARWarehouseScene.tsx,src/hooks/useProjectArAnchors.ts,src/hooks/useTenantId.ts,src/pages/B2dAdminPanel.tsx	fix(ar+emergency): atender 6 hallazgos Codex P1 cr├¡ticos
0	1	2026-05-16	dev/sprint-e-nasa-power-climate-v2	src/pages/ClimateRoutes.tsx,src/services/external/eonet/eonetAdapter.ts,src/services/external/nasaPower/nasaPowerAdapter.test.ts,src/services/external/nasaPower/nasaPowerAdapter.ts,src/services/external/nasaPower/types.ts,src/services/routing/routeClimateAssessment.test.ts	feat(climate): NASA POWER + EONET wire real a ClimateRoutes
2	3	2026-05-16	dev/sprint-e-nasa-power-climate	src/pages/B2dAdminPanel.tsx,src/pages/ClimateRoutes.tsx,src/pages/CoastalEmergencyMap.tsx,src/pages/VolcanicEruptionMap.tsx,src/services/external/eonet/eonetAdapter.ts,src/services/external/nasaPower/nasaPowerAdapter.test.ts	feat(climate): NASA POWER + EONET wire real a ClimateRoutes
2	2	2026-05-16	dev/sprint-d-arbitrary-data-fakes	src/pages/B2dAdminPanel.tsx,src/pages/ClimateRoutes.tsx,src/pages/CoastalEmergencyMap.tsx,src/pages/VolcanicEruptionMap.tsx	fix(b2d): B2dAdminPanel MRR ÔÇö fin del ramp lineal sint├®tico
5	5	2026-05-16	dev/sprint-c-life-critical-fakes	src/pages/DEAZones.tsx,src/pages/HazmatMap.tsx,src/pages/HazmatStorage.tsx,src/pages/MountainRefuges.tsx,src/services/dea/deaFirestoreAdapter.test.ts,src/services/dea/deaFirestoreAdapter.ts	feat(refuges): MountainRefuges con cat├ílogo CONAF real + Haversine
0	1	2026-05-15	dev/resilience-dashboard-e2e-wire	src/App.tsx,src/hooks/useResilienceHealth.test.ts,src/hooks/useResilienceHealth.ts,src/pages/Settings.tsx,src/pages/SystemHealth.tsx	feat(observability): cablear ResilienceHealthDashboard end-to-end (5 tests)
4	4	2026-05-15	dev/codex-fixes-plus-fakes	TODO.md,server.ts,src/components/BunkerManager.tsx,src/components/auth/MFASetupModal.tsx,src/components/engineering/HazmatStorageDesigner.tsx,src/components/engineering/StructuralCalculator.tsx	fix(audit): producir lo pendiente ÔÇö DIAT WebAuthn + MP HMAC manifest + DTE wire MP IPN
2	2	2026-05-15	dev/security-audit-fixes	scripts/validate-env.cjs,src/services/b2d/apiKeyService.ts,src/services/regulatory/privacyRegimeRegistry.test.ts,src/services/regulatory/privacyRegimes.ts,src/services/regulatory/profiles.ts	test(regulatory): privacyRegimeRegistry ÔÇö esperar 11 reg├¡menes (no 8)
5	5	2026-05-15	dev/stabilize-ci-workflows	.github/workflows/ci.yml,.github/workflows/perf.yml,firestore.rules,package.json,scripts/validate-env.cjs,src/__tests__/scripts/validateEnv.test.ts	fix(rules): isSupervisorOfTenant ya no exige rol global supervisor cuando hay claim por-tenant
2	2	2026-05-15	dev/test-stabilization-2026-05-15	scripts/validate-env.cjs,src/__tests__/scripts/validateEnv.test.ts,src/components/confidentialReports/ConfidentialReportInbox.tsx,src/components/safetyMetrics/SafetyTrendChart.test.tsx,src/components/shared/AsesorChatRouter.test.tsx,src/components/shared/EmergencyOverlay.tsx	fix(tests): declarar requiredIf en el cast local de REQUIRED_PROD
0	1	2026-05-15	dev/consolidated-todo-2026-05-15	TODO.md	docs(todo): consolidar TODO.md como fuente ├ÜNICA de verdad ÔÇö audit profundo 2026-05-15
0	2	2026-05-15	dev/codex-fixes-pr250	src/components/ai/AiResponseCard.tsx,src/components/security/KekRotationPanel.tsx,src/hooks/useResilientAi.test.tsx,src/hooks/useResilientAi.ts,src/pages/ERPIntegration.tsx,src/server/rateLimit/firestoreRateLimitStore.test.ts	fix(audit): atender 3 hallazgos Codex P2 del PR #250 (AI streaming wire)
0	1	2026-05-15	dev/codex-fixes-audit-pendings	src/components/security/KekRotationPanel.tsx,src/pages/ERPIntegration.tsx,src/server/rateLimit/firestoreRateLimitStore.test.ts,src/server/rateLimit/firestoreRateLimitStore.ts,src/server/routes/misc.ts,src/server/sessionStore/firestoreSessionStore.test.ts	fix(audit): atender 7 hallazgos Codex de los PRs #263/#264/#266 + TS fix #248
0	1	2026-05-15	dev/audit-pendings-real	src/pages/ERPIntegration.tsx,src/server/routes/misc.ts,src/services/erp/erpAdapter.test.ts,src/services/erp/erpAdapter.ts	fix(erp): reemplazar setTimeout+success simulado con adapter HONESTO multi-modo
0	1	2026-05-15	dev/wire-ui-lote-final	src/components/clientReporting/MonthlyClientReportPanel.test.tsx,src/components/clientReporting/MonthlyClientReportPanel.tsx,src/components/cphs/CphsCommitteeStatusCard.test.tsx,src/components/cphs/CphsCommitteeStatusCard.tsx,src/components/engineeringControls/EngineeringInventoryCard.test.tsx,src/components/engineeringControls/EngineeringInventoryCard.tsx	feat(wire-ui): 5 componentes para servicios sin UI ÔÇö leadership/CPHS/engineeringControls/clientReporting/privacy
2	2	2026-05-15	dev/site-book-crdt	src/services/siteBook/siteBookCrdt.test.ts,src/services/siteBook/siteBookCrdt.ts,src/services/siteBook/siteBookFirestoreAdapter.test.ts,src/services/siteBook/siteBookFirestoreAdapter.ts	feat(siteBook): adapter Firestore integra CRDT drafts (6 tests nuevos) (#256)
2	2	2026-05-15	dev/ai-response-card-streaming	src/components/ai/AiResponseCard.test.tsx,src/components/ai/AiResponseCard.tsx,src/components/ai/ResilientAiAssistantPanel.tsx,src/hooks/useResilientAi.ts,src/services/ai/resilientAiOrchestrator.ts	feat(ai): wire streaming tokens del SLM al <ResilientAiAssistantPanel /> (#255)
2	2	2026-05-15	dev/kek-rotation-panel-ui	src/components/security/KekRotationPanel.test.tsx,src/components/security/KekRotationPanel.tsx,src/pages/Settings.tsx	feat(settings): mount <KekRotationPanel /> en Security tab (#254)
0	1	2026-05-15	dev/report-quick-wins	package-lock.json,package.json,server.ts,src/server/rateLimit/firestoreRateLimitStore.test.ts,src/server/rateLimit/firestoreRateLimitStore.ts,src/server/sessionStore/firestoreSessionStore.test.ts	feat(infra): audit quick wins ÔÇö lint real + Firestore session store + Firestore rate limit store
0	1	2026-05-15	dev/fix-main-typecheck-47-errors	src/components/ai/GuardianVoiceAssistant.tsx,src/components/emergency/EmergencyAutoBridge.tsx,src/components/glossary/GlossarySearchPanel.tsx,src/components/incidentBundle/IncidentEvidenceBundleCard.test.tsx,src/components/incidentBundle/IncidentEvidenceBundleCard.tsx,src/components/riskMatrix/RiskMatrix5x5.tsx	fix(types): elimina los 47 errores TS pre-existentes que romp├¡an CI
2	2	2026-05-15	dev/make-fake-premium-pages-real	src/pages/ImmutableRender.tsx,src/pages/IoTEdgeFiltering.tsx,src/pages/SSOConfig.tsx,src/pages/SecurityShield.tsx,src/pages/WearablesIntegration.tsx,src/services/auth/totp.test.ts	fix(typecheck): alinear WearablesIntegration + SecurityShield al shape REAL del adapter
0	1	2026-05-14	dev/cqrs-real-implementation	src/pages/CQRSArchitecture.tsx,src/services/cqrs/incidents/incidentCommands.test.ts,src/services/cqrs/incidents/incidentCommands.ts,src/services/cqrs/incidents/incidentEvents.ts,src/services/cqrs/incidents/incidentReadModel.test.ts,src/services/cqrs/incidents/incidentReadModel.ts	feat(cqrs): CQRS real productivo ÔÇö Event Store + Incident aggregate + read model (51 tests)
0	1	2026-05-14	dev/jsa-engine	src/services/jsa/jobSafetyAnalysis.test.ts,src/services/jsa/jobSafetyAnalysis.ts	feat(jsa): Job Safety Analysis (AST) engine + ISO 45001 hierarchy (23 tests)
0	1	2026-05-14	dev/critical-work-permits	src/services/workPermits/criticalPermitValidators.test.ts,src/services/workPermits/criticalPermitValidators.ts	feat(workPermits): validadores profundos izaje/excavaci├│n/LOTO (36 tests)
0	1	2026-05-14	dev/webxr-ar-foundation	src/services/ar/arHitTest.test.ts,src/services/ar/arHitTest.ts,src/services/ar/arQuickLookFallback.test.ts,src/services/ar/arQuickLookFallback.ts,src/services/ar/webXrCapabilities.test.ts,src/services/ar/webXrCapabilities.ts	feat(ar): WebXR foundation ÔÇö capabilities + hit-test stability + Quick Look (45 tests)
2	2	2026-05-14	dev/site-book-crdt-adapter	src/services/siteBook/siteBookCrdt.test.ts,src/services/siteBook/siteBookCrdt.ts,src/services/siteBook/siteBookFirestoreAdapter.test.ts,src/services/siteBook/siteBookFirestoreAdapter.ts	feat(siteBook): adapter Firestore integra CRDT drafts (6 tests nuevos)
